ID	Glosa	casos
E107 	DIABETES MELLITUS INSULINODEPENDIENTE CON COMPLICACIONES MULTIPLES DIABETES MELLITUS INSULINODEPENDIENTE CON COMPLICACIONES MÚLTIPLES	329
E108 	DIABETES MELLITUS INSULINODEPENDIENTE CON COMPLICACIONES NO ESPECIFICADAS	916
E109 	DIABETES MELLITUS INSULINODEPENDIENTE SIN MENCION DE COMPLICACION DIABETES MELLITUS INSULINODEPENDIENTE SIN MENCIÓN DE COMPLICACIÓN	6579
E110 	DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMA	1845
E111 	DIABETES MELLITUS NO INSULINODEPENDIENTE CON CETOACIDOSIS	3240
E112 	DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES RENALES	1604
E113 	DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES OFTALMICAS DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES OFTÁLMICAS	1037
E114 	DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES NEUROLOGICAS DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES NEUROLÓGICAS	919
E115 	DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES CIRCULATORIAS PERIFERICAS DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES CIRCULATORIAS PERIFÉRICAS	11499
E116 	DIABETES MELLITUS NO INSULINODEPENDIENTE CON OTRAS COMPLICACIONES ESPECIFICADAS	3205
E117 	DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES MULTIPLES DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES MÚLTIPLES	1451
E118 	DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES NO ESPECIFICADAS	2511
E119 	DIABETES MELLITUS NO INSULINODEPENDIENTE SIN MENCION DE COMPLICACION DIABETES MELLITUS NO INSULINODEPENDIENTE SIN MENCIÓN DE COMPLICACIÓN	8484
E120 	DIABETES MELLITUS ASOCIADA CON DESNUTRICION, CON COMA DIABETES MELLITUS ASOCIADA CON DESNUTRICIÓN, CON COMA	14
E121 	DIABETES MELLITUS ASOCIADA CON DESNUTRICION, CON CETOACIDOSIS DIABETES MELLITUS ASOCIADA CON DESNUTRICIÓN, CON CETOACIDOSIS	971
E122 	DIABETES MELLITUS ASOCIADA CON DESNUTRICION, CON COMPLICACIONES RENALES DIABETES MELLITUS ASOCIADA CON DESNUTRICIÓN, CON COMPLICACIONES RENALES	14
E123 	DIABETES MELLITUS ASOCIADA CON DESNUTRICION, CON COMPLICACIONES OFTALMICAS DIABETES MELLITUS ASOCIADA CON DESNUTRICIÓN, CON COMPLICACIONES OFTÁLMICAS	3
E124 	DIABETES MELLITUS ASOCIADA CON DESNUTRICION, CON COMPLICACIONES NEUROLOGICAS DIABETES MELLITUS ASOCIADA CON DESNUTRICIÓN, CON COMPLICACIONES NEUROLÓGICAS	12
E125 	DIABETES MELLITUS ASOCIADA CON DESNUTRICION, CON COMPLICACIONES CIRCULATORIAS PERIFERICAS DIABETES MELLITUS ASOCIADA CON DESNUTRICIÓN, CON COMPLICACIONES CIRCULATORIAS PERIFÉRICAS	35
E126 	DIABETES MELLITUS ASOCIADA CON DESNUTRICIÓN, CON OTRAS COMPLICACIONES ESPECIFICADAS	29
E127 	DIABETES MELLITUS ASOCIADA CON DESNUTRICION, CON COMPLICACIONES MULTIPLES DIABETES MELLITUS ASOCIADA CON DESNUTRICIÓN, CON COMPLICACIONES MÚLTIPLES	20
E128 	DIABETES MELLITUS ASOCIADA CON DESNUTRICION, CON COMPLICACIONES NO ESPECIFICADAS DIABETES MELLITUS ASOCIADA CON DESNUTRICIÓN, CON COMPLICACIONES NO ESPECIFICADAS	20
E129 	DIABETES MELLITUS ASOCIADA CON DESNUTRICION, SIN MENCION DE COMPLICACION DIABETES MELLITUS ASOCIADA CON DESNUTRICIÓN, SIN MENCIÓN DE COMPLICACIÓN	45
E130 	OTRA DIABETES MELLITUS ESPECIFICADA, CON COMA	71
E131 	OTRA DIABETES MELLITUS ESPECIFICADA, CON CETOACIDOSIS	379
E132 	OTRA DIABETES MELLITUS ESPECIFICADA, CON COMPLICACIONES RENALES	145
E133 	OTRA DIABETES MELLITUS ESPECIFICADA, CON COMPLICACIONES OFTALMICAS OTRA DIABETES MELLITUS ESPECIFICADA, CON COMPLICACIONES OFTÁLMICAS	51
E134 	OTRA DIABETES MELLITUS ESPECIFICADA, CON COMPLICACIONES NEUROLOGICAS OTRA DIABETES MELLITUS ESPECIFICADA, CON COMPLICACIONES NEUROLÓGICAS	48
E135 	OTRA DIABETES MELLITUS ESPECIFICADA, CON COMPLICACIONES CIRCULATORIAS PERIFERICAS OTRA DIABETES MELLITUS ESPECIFICADA, CON COMPLICACIONES CIRCULATORIAS PERIFÉRICAS	2043
E136 	OTRA DIABETES MELLITUS ESPECIFICADA, CON OTRAS COMPLICACIONES ESPECIFICADAS	385
E137 	OTRA DIABETES MELLITUS ESPECIFICADA, CON COMPLICACIONES MULTIPLES OTRA DIABETES MELLITUS ESPECIFICADA, CON COMPLICACIONES MÚLTIPLES	103
E138 	OTRA DIABETES MELLITUS ESPECIFICADA, CON COMPLICACIONES NO ESPECIFICADAS	112
E139 	OTRA DIABETES MELLITUS ESPECIFICADA, SIN MENCION DE COMPLICACION OTRA DIABETES MELLITUS ESPECIFICADA, SIN MENCIÓN DE COMPLICACIÓN	639
E140 	DIABETES MELLITUS NO ESPECIFICADA, CON COMA	1261
E141 	DIABETES MELLITUS NO ESPECIFICADA, CON CETOACIDOSIS	4609
E142 	DIABETES MELLITUS NO ESPECIFICADA, CON COMPLICACIONES RENALES	1079
E143 	DIABETES MELLITUS NO ESPECIFICADA, CON COMPLICACIONES OFTALMICAS DIABETES MELLITUS NO ESPECIFICADA, CON COMPLICACIONES OFTÁLMICAS	1536
E144 	DIABETES MELLITUS NO ESPECIFICADA, CON COMPLICACIONES NEUROLOGICAS DIABETES MELLITUS NO ESPECIFICADA, CON COMPLICACIONES NEUROLÓGICAS	538
E145 	DIABETES MELLITUS NO ESPECIFICADA, CON COMPLICACIONES CIRCULATORIAS PERIFERICAS DIABETES MELLITUS NO ESPECIFICADA, CON COMPLICACIONES CIRCULATORIAS PERIFÉRICAS	29542
E146 	DIABETES MELLITUS NO ESPECIFICADA, CON OTRAS COMPLICACIONES ESPECIFICADAS	1183
E147 	DIABETES MELLITUS NO ESPECIFICADA, CON COMPLICACIONES MULTIPLES DIABETES MELLITUS NO ESPECIFICADA, CON COMPLICACIONES MÚLTIPLES	332
E148 	DIABETES MELLITUS NO ESPECIFICADA, CON COMPLICACIONES NO ESPECIFICADAS	2343
E149 	DIABETES MELLITUS NO ESPECIFICADA, SIN MENCION DE COMPLICACION DIABETES MELLITUS NO ESPECIFICADA, SIN MENCIÓN DE COMPLICACIÓN	15360
E15X 	COMA HIPOGLICEMICO NO DIABETICO COMA HIPOGLICEMICO NO DIABÉTICO	72
E160 	HIPOGLICEMIA SIN COMA, INDUCIDA POR DROGAS	2317
E161 	OTRAS HIPOGLICEMIAS	1054
E162 	HIPOGLICEMIA, NO ESPECIFICADA	12755
E163 	SECRECIÓN EXAGERADA DEL GLUCAGON	5
E164 	SECRECIÓN ANORMAL DE GASTRINA (ZOLLINGER-ELLISON)	7
E168 	OTROS TRASTORNOS ESPECIFICADOS DE LA SECRECION INTERNA DEL PANCREAS OTROS TRASTORNOS ESPECIFICADOS DE LA SECRECIÓN INTERNA DEL PÁNCREAS	32
E169 	TRASTORNOS DE LA SECRECION INTERNA DEL PANCREAS, SIN OTRA ESPECIFICACION TRASTORNOS DE LA SECRECIÓN INTERNA DEL PÁNCREAS, SIN OTRA ESPECIFICACIÓN	290
E240 	ENFERMEDAD DE CUSHING DEPENDIENTE DE LA HIPOFISIS ENFERMEDAD DE CUSHING DEPENDIENTE DE LA HIPÓFISIS	39
E241 	SÍNDROME DE NELSON	6
E242 	SINDROME DE CUSHING INDUCIDO POR DROGAS SÍNDROME DE CUSHING INDUCIDO POR DROGAS	27
E243 	SINDROME DE ACTH ECTOPICO SÍNDROME DE ACTH ECTÓPICO	6
E244 	SÍNDROME DE SEUDO-CUSHING INDUCIDO POR ALCOHOL	3
E248 	OTROS TIPOS DE SINDROME DE CUSHING OTROS TIPOS DE SÍNDROME DE CUSHING	20
E249 	SINDROME DE CUSHING, NO ESPECIFICADO SÍNDROME DE CUSHING, NO ESPECIFICADO	240
E270 	OTRA HIPERACTIVIDAD CORTICOSUPRARRENAL	7
E271 	INSUFICIENCIA CORTICOSUPRARRENAL PRIMARIA	259
E272 	CRISIS ADDISONIANA	98
E273 	INSUFICIENCIA CORTICOSUPRARRENAL INDUCIDA POR DROGAS	27
E274 	OTRAS INSUFICIENCIAS CORTICOSUPRARRENALES Y LAS NO ESPECIFICADAS	185
E275 	HIPERFUNCION DE LA MEDULA SUPRARRENAL HIPERFUNCIÓN DE LA MEDULA SUPRARRENAL	5
E278 	OTROS TRASTORNOS ESPECIFICADOS DE LA GLANDULA SUPRARRENAL OTROS TRASTORNOS ESPECIFICADOS DE LA GLÁNDULA SUPRARRENAL	214
E279 	TRASTORNO DE LA GLANDULA SUPRARRENAL, NO ESPECIFICADO TRASTORNO DE LA GLÁNDULA SUPRARRENAL, NO ESPECIFICADO	77
E720 	TRASTORNOS DEL TRANSPORTE DE LOS AMINOACIDOS TRASTORNOS DEL TRANSPORTE DE LOS AMINOÁCIDOS	37
E721 	TRASTORNOS DEL METABOLISMO DE LOS AMINOACIDOS AZUFRADOS TRASTORNOS DEL METABOLISMO DE LOS AMINOÁCIDOS AZUFRADOS	4
E722 	TRASTORNOS DEL METABOLISMO DEL CICLO DE LA UREA	183
E723 	TRASTORNOS DEL METABOLISMO DE LA LISINA Y DE LA HIDROXILISINA	258
E724 	TRASTORNOS DEL METABOLISMO DE LA ORNITINA	26
E725 	TRASTORNOS DEL METABOLISMO DE LA GLICINA	18
E728 	OTROS TRASTORNOS ESPECIFICADOS DEL METABOLISMO DE LOS AMINOACIDOS OTROS TRASTORNOS ESPECIFICADOS DEL METABOLISMO DE LOS AMINOÁCIDOS	34
E729 	TRASTORNO DEL METABOLISMO DE LOS AMINOÁCIDOS, NO ESPECIFICADO	17
F200 	ESQUIZOFRENIA PARANOIDE	9856
F201 	ESQUIZOFRENIA HEBEFRENICA	3095
F202 	ESQUIZOFRENIA CATATONICA	2004
F203 	ESQUIZOFRENIA INDIFERENCIADA	551
F204 	DEPRESION POSTESQUIZOFRENICA (ESQUIZOFRENIA)	289
F205 	ESQUIZOFRENIA RESIDUAL	1093
F206 	ESQUIZOFRENIA SIMPLE	389
F208 	OTRAS ESQUIZOFRENIAS	591
F209 	ESQUIZOFRENIA, NO ESPECIFICADA	9673
F310 	TRASTORNO AFECTIVO BIPOLAR, EPISODIO HIPOMANIACO PRESENTE	960
F311 	TRASTORNO AFECTIVO BIPOLAR, EPISODIO MANIACO PRESENTE SIN SINTOMAS PSICOTICOS TRASTORNO AFECTIVO BIPOLAR, EPISODIO MANIACO PRESENTE SIN SINTOMAS PSICÓTICOS	1870
F312 	TRASTORNO AFECTIVO BIPOLAR, EPISODIO MANIACO PRESENTE CON SINTOMAS PSICOTICOS TRASTORNO AFECTIVO BIPOLAR, EPISODIO MANIACO PRESENTE CON SINTOMAS PSICÓTICOS	2029
F313 	TRASTORNO AFECTIVO BIPOLAR, EPISODIO DEPRESIVO PRESENTE LEVE O MODERADO	834
F314 	TRASTORNO AFECTIVO BIPOLAR, EPISODIO DEPRESIVO GRAVE PRESENTE SIN SINTOMAS PSICOTICOS TRASTORNO AFECTIVO BIPOLAR, EPISODIO DEPRESIVO GRAVE PRESENTE SIN SINTOMAS PSICÓTICOS	1295
F315 	TRASTORNO AFECTIVO BIPOLAR, EPISODIO DEPRESIVO GRAVE PRESENTE CON SINTOMAS PSICOTICOS TRASTORNO AFECTIVO BIPOLAR, EPISODIO DEPRESIVO GRAVE PRESENTE CON SINTOMAS PSICÓTICOS	383
F316 	TRASTORNO AFECTIVO BIPOLAR, EPISODIO MIXTO PRESENTE	3504
F317 	TRASTORNO AFECTIVO BIPOLAR, ACTUALMENTE EN REMISION	412
F318 	OTROS TRASTORNOS AFECTIVOS BIPOLARES	821
F319 	TRASTORNO AFECTIVO BIPOLAR, NO ESPECIFICADO	7866
F320 	EPISODIO DEPRESIVO LEVE	2839
F321 	EPISODIO DEPRESIVO MODERADO	1589
F322 	EPISODIO DEPRESIVO GRAVE SIN SINTOMAS PSICOTICOS EPISODIO DEPRESIVO GRAVE SIN SINTOMAS PSICÓTICOS	15241
F323 	EPISODIO DEPRESIVO GRAVE CON SINTOMAS PSICOTICOS EPISODIO DEPRESIVO GRAVE CON SINTOMAS PSICÓTICOS	3225
F328 	OTROS EPISODIOS DEPRESIVOS	619
F329 	EPISODIO DEPRESIVO, NO ESPECIFICADO	15507
F330 	TRASTORNO DEPRESIVO RECURRENTE, EPISODIO LEVE PRESENTE	255
F331 	TRASTORNO DEPRESIVO RECURRENTE, EPISODIO MODERADO PRESENTE	299
F332 	TRASTORNO DEPRESIVO RECURRENTE, EPISODIO DEPRESIVO GRAVE PRESENTE SIN SINTOMAS PSICOTICOS TRASTORNO DEPRESIVO RECURRENTE, EPISODIO DEPRESIVO GRAVE PRESENTE SIN SINTOMAS PSICÓTICOS	2105
F333 	TRASTORNO DEPRESIVO RECURRENTE, EPISODIO DEPRESIVO GRAVE PRESENTE, CON SINTOMAS PSICOTICOS TRASTORNO DEPRESIVO RECURRENTE, EPISODIO DEPRESIVO GRAVE PRESENTE, CON SINTOMAS PSICÓTICOS	624
F334 	TRASTORNO DEPRESIVO RECURRENTE ACTUALMENTE EN REMISION	262
F338 	OTROS TRASTORNOS DEPRESIVOS RECURRENTES	105
F339 	TRASTORNO DEPRESIVO RECURRENTE, NO ESPECIFICADO	1593
G430 	MIGRAÑA SIN AURA (MIGRAÑA COMUN)	720
G431 	MIGRAÑA CON AURA (MIGRAÑA CLASICA)	1473
G432 	ESTADO MIGRAÑOSO	1746
G433 	MIGRAÑA COMPLICADA	481
G438 	OTRAS MIGRAÑAS	547
G439 	MIGRAÑA, NO ESPECIFICADA	4212
G440 	SINDROME DE CEFALEA EN RACIMOS	267
G441 	CEFALEA VASCULAR, NO CLASIFICADA EN OTRA PARTE	2033
G442 	CEFALEA DEBIDA A TENSION	1839
G443 	CEFALEA POSTRAUMATICA CRONICA	210
G444 	CEFALEA INDUCIDA POR DROGAS, NO CLASIFICADA EN OTRA PARTE	292
G448 	OTROS SINDROMES DE CEFALEA ESPECIFICADOS	2653
H040 	DACRIOADENITIS	70
H041 	OTROS TRASTORNOS DE LA GLANDULA LAGRIMAL	81
H042 	EPIFORA	70
H043 	INFLAMACION AGUDA Y LA NO ESPECIFICADA DE LAS VIAS LAGRIMALES INFLAMACION AGUDA Y LA NO ESPECIFICADA DE LAS VÍAS LAGRIMALES	836
H044 	INFLAMACION CRONICA DE LAS VIAS LAGRIMALES INFLAMACION CRONICA DE LAS VÍAS LAGRIMALES	289
H045 	ESTENOSIS E INSUFICIENCIA DE LAS VIAS LAGRIMALES ESTENOSIS E INSUFICIENCIA DE LAS VÍAS LAGRIMALES	4311
H046 	OTROS CAMBIOS DE LAS VIAS LAGRIMALES OTROS CAMBIOS DE LAS VÍAS LAGRIMALES	68
H048 	OTROS TRASTORNOS ESPECIFICADOS DEL APARATO LAGRIMAL	112
H049 	TRASTORNO DEL APARATO LAGRIMAL, NO ESPECIFICADO	259
H100 	CONJUNTIVITIS MUCOPURULENTA	30
H101 	CONJUNTIVITIS ATOPICA AGUDA	12
H102 	OTRAS CONJUNTIVITIS AGUDAS	17
H103 	CONJUNTIVITIS AGUDA, NO ESPECIFICADA	98
H104 	CONJUNTIVITIS CRONICA	49
H105 	BLEFAROCONJUNTIVITIS	275
H108 	OTRAS CONJUNTIVITIS	46
H109 	CONJUNTIVITIS, NO ESPECIFICADA	275
I110 	ENFERMEDAD CARDIACA HIPERTENSIVA CON INSUFICIENCIA CARDIACA (CONGESTIVA)	4262
I119 	ENFERMEDAD CARDIACA HIPERTENSIVA SIN INSUFICIENCIA CARDIACA (CONGESTIVA)	3459
I200 	ANGINA INESTABLE	27021
I201 	ANGINA DE PECHO CON ESPASMO DOCUMENTADO	472
I208 	OTRAS FORMAS ESPECIFICADAS DE ANGINA DE PECHO	809
I209 	ANGINA DE PECHO, NO ESPECIFICADA	8064
I210 	INFARTO TRANSMURAL AGUDO DEL MIOCARDIO DE LA PARED ANTERIOR	6869
I211 	INFARTO TRANSMURAL AGUDO DEL MIOCARDIO DE LA PARED INFERIOR	5806
I212 	INFARTO AGUDO TRANSMURAL DEL MIOCARDIO DE OTROS SITIOS	1302
I213 	INFARTO TRANSMURAL AGUDO DEL MIOCARDIO, DE SITIO NO ESPECIFICADO	1174
I214 	INFARTO SUBENDOCARDICO AGUDO DEL MIOCARDIO	8942
I219 	INFARTO AGUDO DEL MIOCARDIO, SIN OTRA ESPECIFICACION	43438
I220 	INFARTO SUBSECUENTE DEL MIOCARDIO DE LA PARED ANTERIOR	150
I221 	INFARTO SUBSECUENTE DEL MIOCARDIO DE LA PARED INFERIOR	219
I228 	INFARTO SUBSECUENTE DEL MIOCARDIO DE OTROS SITIOS	46
I229 	INFARTO SUBSECUENTE DEL MIOCARDIO, DE PARTE NO ESPECIFICADA	104
I250 	ENFERMEDAD CARDIOVASCULAR ATEROSCLEROTICA, ASI DESCRITA	151
I251 	ENFERMEDAD ATEROSCLEROTICA DEL CORAZON ENFERMEDAD ATEROSCLEROTICA DEL CORAZÓN	21924
I252 	INFARTO ANTIGUO DEL MIOCARDIO	628
I253 	ANEURISMA CARDIACO ANEURISMA CARDÍACO	145
I254 	ANEURISMA DE ARTERIA CORONARIA	125
I255 	CARDIOMIOPATIA ISQUEMICA	1376
I256 	ISQUEMIA SILENTE DEL MIOCARDIO	406
I258 	OTRAS FORMAS DE ENFERMEDAD ISQUEMICA CRONICA DEL CORAZON OTRAS FORMAS DE ENFERMEDAD ISQUEMICA CRONICA DEL CORAZÓN	373
I259 	ENFERMEDAD ISQUEMICA CRONICA DEL CORAZON, NO ESPECIFICADA ENFERMEDAD ISQUEMICA CRONICA DEL CORAZÓN, NO ESPECIFICADA	25221
I260 	EMBOLIA PULMONAR CON MENCION DE CORAZON PULMONAR AGUDO EMBOLIA PULMÓNAR CON MENCION DE CORAZÓN PULMÓNAR AGUDO	940
I269 	EMBOLIA PULMONAR SIN MENCION DE CORAZON PULMONAR AGUDO EMBOLIA PULMÓNAR SIN MENCION DE CORAZÓN PULMÓNAR AGUDO	18643
I420 	CARDIOMIOPATIA DILATADA	3403
I421 	CARDIOMIOPATIA HIPERTROFICA OBSTRUCTIVA	420
I422 	OTRAS CARDIOMIOPATIAS HIPERTROFICAS	776
I423 	ENFERMEDAD ENDOMIOCARDICA (EOSINOFILICA)	4
I424 	FIBROELASTOSIS ENDOCARDICA	116
I425 	OTRAS CARDIOMIOPATIAS RESTRICTIVAS	56
I426 	CARDIOMIOPATIA ALCOHOLICA	27
I427 	CARDIOMIOPATIA DEBIDA A DROGAS Y OTROS AGENTES EXTERNOS	20
I428 	OTRAS CARDIOMIOPATIAS	387
I429 	CARDIOMIOPATIA, NO ESPECIFICADA	2288
I630 	INFARTO CEREBRAL DEBIDO A TROMBOSIS DE ARTERIAS PRECEREBRALES	664
I631 	INFARTO CEREBRAL DEBIDO A EMBOLIA DE ARTERIAS PRECEREBRALES	388
I632 	INFARTO CEREBRAL DEBIDO A OCLUSION O ESTENOSIS NO ESPECIFICADA DE ARTERIAS PRECEREBRALES	835
I633 	INFARTO CEREBRAL DEBIDO A TROMBOSIS DE ARTERIAS CEREBRALES	6831
I634 	INFARTO CEREBRAL DEBIDO A EMBOLIA DE ARTERIAS CEREBRALES	3082
I635 	INFARTO CEREBRAL DEBIDO A OCLUSION O ESTENOSIS NO ESPECIFICADA DE ARTERIAS CEREBRALES	11434
I636 	INFARTO CEREBRAL DEBIDO A TROMBOSIS DE VENAS CEREBRALES, NO PIOGENO	268
I638 	OTROS INFARTOS CEREBRALES	6544
I639 	INFARTO CEREBRAL, NO ESPECIFICADO	14289
I64X 	ACCIDENTE VASCULAR ENCEFALICO AGUDO, NO ESPECIFICADO COMO HEMORRAGICO O ISQUEMICO	39579
I700 	ATEROSCLEROSIS DE LA AORTA	218
I701 	ATEROSCLEROSIS DE LA ARTERIA RENAL	637
I702 	ATEROSCLEROSIS DE LAS ARTERIAS DE LOS MIEMBROS	1793
I708 	ATEROSCLEROSIS DE OTRAS ARTERIAS	148
I709 	ATEROSCLEROSIS GENERALIZADA Y LA NO ESPECIFICADA	293
I710 	DISECCION DE AORTA (CUALQUIER PARTE)	2734
I711 	RUPTURA DE ANEURISMA DE LA AORTA TORACICA	170
I712 	ANEURISMA DE LA AORTA TORACICA, SIN MENCION DE RUPTURA	693
I713 	RUPTURA DE ANEURISMA DE LA AORTA ABDOMINAL	533
I714 	ANEURISMA DE LA AORTA ABDOMINAL, SIN MENCION DE RUPTURA	4067
I715 	RUPTURA DE ANEURISMA DE LA AORTA TORACOABDOMINAL	71
I716 	ANEURISMA DE LA AORTA TORACOABDOMINAL, SIN MENCION DE RUPTURA	201
I718 	RUPTURA DE ANEURISMA AORTICO, SITIO NO ESPECIFICADO	189
I719 	ANEURISMA DE LA AORTA, SITIO NO ESPECIFICADO, SIN MENCION DE RUPTURA	811
I740 	EMBOLIA Y TROMBOSIS DE LA AORTA ABDOMINAL	155
I741 	EMBOLIA Y TROMBOSIS DE OTRAS PORCIONES Y LAS NO ESPECIFICADAS DE LA AORTA	161
I742 	EMBOLIA Y TROMBOSIS DE ARTERIAS DE LOS MIEMBROS SUPERIORES	472
I743 	EMBOLIA Y TROMBOSIS DE ARTERIAS DE LOS MIEMBROS INFERIORES	5570
I744 	EMBOLIA Y TROMBOSIS DE ARTERIAS DE LOS MIEMBROS, NO ESPECIFICADAS	270
I745 	EMBOLIA Y TROMBOSIS DE ARTERIA ILIACA	322
I748 	EMBOLIA Y TROMBOSIS DE OTRAS ARTERIAS	339
I749 	EMBOLIA Y TROMBOSIS DE ARTERIA NO ESPECIFICADA	816
J010 	SINUSITIS MAXILAR AGUDA	755
J011 	SINUSITIS FRONTAL AGUDA	159
J012 	SINUSITIS ETMOIDAL AGUDA	348
J013 	SINUSITIS ESFENOIDAL AGUDA	126
J014 	PANSINUSITIS AGUDA	1080
J018 	OTRAS SINUSITIS AGUDAS	423
J019 	SINUSITIS AGUDA, NO ESPECIFICADA	2203
J121 	NEUMONIA DEBIDA A VIRUS SINCICIAL RESPIRATORIO	48759
J122 	NEUMONIA DEBIDA A VIRUS PARAINFLUENZA	3132
J123 	NEUMONIA DEBIDA A METANEUMOVIRUS HUMANO NEUMONÍA DEBIDA A METANEUMOVIRUS HUMANO	2138
J128 	NEUMONIA DEBIDA A OTROS VIRUS	13263
J129 	NEUMONIA VIRAL, NO ESPECIFICADA (VIRUS)	58130
J13X 	NEUMONIA DEBIDA A STREPTOCOCCUS PNEUMONIAE	2549
J14X 	NEUMONIA DEBIDA A HAEMOPHILUS INFLUENZAE	488
J150 	NEUMONIA DEBIDA A KLEBSIELLA PNEUMONIAE	642
J151 	NEUMONIA DEBIDA A PSEUDOMONAS	461
J152 	NEUMONIA DEBIDA A ESTAFILOCOCOS	474
J153 	NEUMONIA DEBIDA A ESTREPTOCOCOS DEL GRUPO B	34
J154 	NEUMONIA DEBIDA A OTROS ESTREPTOCOCOS	177
J155 	NEUMONIA DEBIDA A ESCHERICHIA COLI	88
J156 	NEUMONIA DEBIDA A OTRAS BACTERIAS AEROBICAS GRAMNEGATIVAS NEUMONÍA DEBIDA A OTRAS BACTERIAS GRAMNEGATIVAS	160
J157 	NEUMONIA DEBIDA A MYCOPLASMA PNEUMONIAE	5659
J158 	OTRAS NEUMONIAS BACTERIANAS	4114
J159 	NEUMONIA BACTERIANA, NO ESPECIFICADA	35329
J160 	NEUMONIA DEBIDA A CLAMIDIAS	135
J168 	NEUMONIA DEBIDA A OTROS MICROORGANISMOS INFECCIOSOS ESPECIFICADOS	514
J180 	BRONCONEUMONIA, NO ESPECIFICADA	37578
J181 	NEUMONIA LOBAR, NO ESPECIFICADA	18218
J182 	NEUMONIA HIPOSTATICA, NO ESPECIFICADA	266
J188 	OTRAS NEUMONIAS, DE MICROORGANISMO NO ESPECIFICADO	8731
J189 	NEUMONIA, NO ESPECIFICADA	173847
J200 	BRONQUITIS AGUDA DEBIDA A MYCOPLASMA PNEUMONIAE	808
J201 	BRONQUITIS AGUDA DEBIDA A HAEMOPHILUS INFLUENZAE	158
J202 	BRONQUITIS AGUDA DEBIDA A ESTREPTOCOCOS	74
J203 	BRONQUITIS AGUDA DEBIDA A VIRUS COXSACKIE	18
J204 	BRONQUITIS AGUDA DEBIDA A VIRUS PARAINFLUENZA	1023
J205 	BRONQUITIS AGUDA DEBIDA A VIRUS SINCITIAL RESPIRATORIO	10702
J206 	BRONQUITIS AGUDA DEBIDA A RINOVIRUS	1883
J207 	BRONQUITIS AGUDA DEBIDA A VIRUS ECHO	7
J208 	BRONQUITIS AGUDA DEBIDA A OTROS MICROORGANISMOS ESPECIFICADOS	1861
J209 	BRONQUITIS AGUDA, NO ESPECIFICADO	38773
J210 	BRONQUIOLITIS AGUDA DEBIDA A VIRUS SINCITIAL RESPIRATORIO	22796
J211 	BRONQUIOLITIS AGUDA DEBIDA A METANEUMOVIRUS HUMANO	668
J218 	BRONQUIOLITIS AGUDA DEBIDA A OTROS MICROORGANISMOS ESPECIFICADOS	1897
J219 	BRONQUIOLITIS AGUDA, NO ESPECIFICADA	26413
J40X 	BRONQUITIS, NO ESPECIFICADA COMO AGUDA O CRONICA	3168
J410 	BRONQUITIS CRONICA SIMPLE	130
J411 	BRONQUITIS CRONICA MUCOPURULENTA	181
J418 	BRONQUITIS CRONICA MIXTA SIMPLE Y MUCOPURULENTA	31
J42X 	BRONQUITIS CRONICA NO ESPECIFICADA	347
J430 	SINDROME DE MACLEOD	10
J431 	ENFISEMA PANLOBULAR	15
J432 	ENFISEMA CENTROLOBULAR	65
J438 	OTROS TIPOS DE ENFISEMA	71
J439 	ENFISEMA, NO ESPECIFICADO	809
J440 	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA C/INFECC. AG.DE VIAS RESPIRATORIAS INFERIORES ENFERMEDAD PULMÓNAR OBSTRUCTIVA CRONICA C/INFECC. AG.DE VÍAS RESPIRATORIAS INFERIORES	8677
J441 	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON EXACERBACION AGUDA, NO ESPECIFICADA ENFERMEDAD PULMÓNAR OBSTRUCTIVA CRONICA CON EXACERBACION AGUDA, NO ESPECIFICADA	12603
J448 	OTRAS ENFERMEDADES PULMONARES OBSTRUCTIVAS CRONICAS ESPECIFICADAS OTRAS ENFERMEDADES PULMÓNARES OBSTRUCTIVAS CRÓNICAS ESPECIFICADAS	33038
J449 	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA, NO ESPECIFICADA ENFERMEDAD PULMÓNAR OBSTRUCTIVA CRONICA, NO ESPECIFICADA	38727
J450 	ASMA PREDOMINANTEMENTE ALERGICA	1976
J451 	ASMA NO ALERGICA	161
J458 	ASMA MIXTA	199
J459 	ASMA, NO ESPECIFICADO	22702
J46X 	ESTADO ASMATICO	10211
J47X 	BRONQUIECTASIA	2809
